questionnaire,item,value,agreement,question
SOV,"Great exploits and adventures of discovery such as Columbus's, Magellan's, and Earhart's seem significant to me because they add to our knowledge of geography, meteorology, oceanography, etc.",Theoretical,1,"Should great exploits and adventures of discovery like Columbus's, Magellan's, and Earhart's seem significant to me because they add to our knowledge of geography, meteorology, oceanography, etc.?"
SOV,"Our modern industrial and scientific developments are signs of a greater degree of civilization than those attained by any previous society, the Greeks, for example.",Economic,1,"Are our modern industrial and scientific developments signs of a greater degree of civilization than those attained by any previous society, like the Greeks?"
SOV,"Viewing Leonardo da Vinci's picture,""The Last Supper,"" I would tend to think of it as one of the most priceless and irreplaceable pictures ever painted.",Economic,1,"Should I think of Leonardo da Vinci's picture, ""The Last Supper,"" as one of the most priceless and irreplaceable pictures ever painted?"
SOV,"In a paper, such as the New York Sunday Times, I am more likely to read the real estate sections and the account of the stock market rather than  the section on picture galleries and exhibitions.",Economic,1,Should I be more likely to read the real estate sections and the account of the stock market rather than the section on picture galleries and exhibitions in a paper like the New York Sunday Times?
SOV,The main object of scientific research should be its practical applications rather than discovery of truth.,Economic,1,Should the main object of scientific research be its practical applications rather than the discovery of truth?
SOV,"Suppose I were in a position to help raise standards of living, or to mold public opinion. I woulf prefer to influence standards of living rather than public opinion.",Economic,1,Should I prefer to influence standards of living rather than public opinion?
SOV,I think that a good government should aim chiefly at the development of manufacturing and trade.,Economic,1,Should a good government aim chiefly at the development of manufacturing and trade?
SOV,"If I should see the different news itemsin my morning paper, I would read GREAT IMPROVEMENTS IN MARKET CONDITIONS more attentively rather than LEADERS OF DIEFERENT RELIGIONS TO CONSULT ONRECONCILIATION.",Economic,1,Should I read GREAT IMPROVEMENTS IN MARKET CONDITIONS more attentively than LEADERS OF DIFFERENT RELIGIONS TO CONSULT ON RECONCILIATION in my morning paper?
SOV,"If I could influence the educational policies of the public schools of some city, I would undertake to increase the practical value of courses.",Economic,1,Should I undertake to increase the practical value of courses if I could influence the educational policies of the public schools of some city?
SOV,"At an exposition, I chiefly like to go to the buildings where I can see new manufactured products rather than scientific (e.g, chemical) apparatus.",Economic,1,Should I prefer going to the buildings with new manufactured products rather than scientific apparatus at an exposition?
SOV,"If I lived in a small town and had more than enough income for my needs, I would prefer to apply it productively to assist commercial and industrial development.",Economic,1,Should I prefer to apply my excess income productively to assist commercial and industrial development if I lived in a small town?
SOV,"If my ability and other conditions would permit during part of my next summer vacation, I would prefer to get experience in some new line of business.",Economic,1,Should I prefer to get experience in some new line of business during part of my next summer vacation if my ability and other conditions permit?
SOV,"If I had sufficient leisure and money, I would prefer to establish a business or financial enterprise of my own.",Economic,1,Should I prefer to establish a business or financial enterprise of my own if I had sufficient leisure and money?
SOV,"When I have sufficient ability, I would prefer to be a banker ranther than a politician.",Economic,1,Should I prefer to be a banker rather than a politician if I have sufficient ability?
SOV,I would consider the more important function of education as its preparation for practical achievement and financial reward rather than its preparation for participation in community activities and aiding less fortunate persons.,Economic,1,Should I consider the more important function of education as its preparation for practical achievement and financial reward rather than its preparation for participation in community activities and aiding less fortunate persons?
SOV,"Taking the Bible or the Koran as a whole, one should regard it from the point of view of its beautiful mythology and literature style rather than as a spiritual revelation.",Aesthetic,1,Should I regard the Bible or the Koran as beautiful mythology and literature rather than as a spiritual revelation?
SOV,"If I had sufficient leisure and money, I would prefer to make a collection of fine sculptures or paintings.",Aesthetic,1,Should I prefer to make a collection of fine sculptures or paintings if I had sufficient leisure and money?
SOV,"When witnessing a gorgeous ceremony (ecclesiasticalor academic, induction into office, etc.), I am more impressed by the color and pageantry of the occasion itself rather than by the influence and strength of the group.",Aesthetic,1,Should I be more impressed by the color and pageantry of a gorgeous ceremony rather than by the influence and strength of the group?
SOV,"If I had some time to spend in a waiting room and there were only two magazines to choose from, I would prefer ARTS AND DECORATIONS rather than SCIENTIFIC AGE.",Aesthetic,1,Should I prefer ARTS AND DECORATIONS over SCIENTIFIC AGE if I had some time to spend in a waiting room and there were only two magazines to choose from?
SOV,"One should guide one's conduct according to, or develop one's chief loyalties toward ideals of beauty.",Aesthetic,1,"Should I guide my conduct according to, or develop my chief loyalties toward ideals of beauty?"
SOV,"When I go to the theater, I, as a rule, enjoy ballets, operas, or similar artistic performances most.",Aesthetic,1,"Should I, as a rule, enjoy ballets, operas, or similar artistic performances most when I go to the theater?"
SOV,"Viewing Leonardo da Vinci's picture,""The Last Supper,"" I would tend to think of it the quintessence of harmony and design.",Aesthetic,1,"Should I think of Leonardo da Vinci's picture, ""The Last Supper,"" as the quintessence of harmony and design?"
SOV,"When I visit a cathedral, synagogue or mosque, I am more impressed by the architectural features and beauty than by a pervading sense of reverenceand worship.",Aesthetic,1,"When I visit a cathedral, synagogue, or mosque, should I be more impressed by the architectural features and beauty than by a pervading sense of reverence and worship?"
SOV,"If I could influence the educational policies of the public schools of some city, I would undertake to promote the study and participation in music and the fine arts.",Aesthetic,1,Should I promote the study and participation in music and the fine arts if I could influence the educational policies of the public schools of some city?
SOV,"Our modern industrial and scientific developments are not at all signs of a greater degree of civilization than those attained by any previous society, the Greeks, for example.",Aesthetic,1,"Are our modern industrial and scientific developments not signs of a greater degree of civilization than those attained by any previous society, like the Greeks?"
SOV,"In a paper, such as the New York Sunday Times, I am more likely to read the section on picture galleries and exhibitions rather than the real estate sections and the account of the stock market.",Aesthetic,1,Am I more likely to read the section on picture galleries and exhibitions rather than the real estate sections and the account of the stock market in a paper like the New York Sunday Times?
SOV,"If I had the opportunity, and if nothing of the kind existed in the community where I live, I would prefer to found aclassical orchestra rather than a debating society or forum.",Aesthetic,1,Should I prefer to found a classical orchestra rather than a debating society or forum if nothing of the kind existed in my community?
SOV,"In choosing a spouse/life-time companion, I would prefer someone who is gifted along artistic lines.",Aesthetic,1,Should I prefer someone who is gifted along artistic lines when choosing a spouse or life-time companion?
SOV,"If my ability and other conditions would permit during part of my next summer vacation, I would prefer to stay in some secluded part of the country where youcan appreciate fine scenery.",Aesthetic,1,Should I prefer to stay in a secluded part of the country with fine scenery during my next summer vacation if my ability and conditions permit?
SOV,"Viewing Leonardo da Vinci's picture,""The Last Supper,"" I would tend to think of it as expressing the highest spiritual aspirations and emotions.",Religious,1,"Should I think of Leonardo da Vinci's picture, ""The Last Supper,"" as expressing the highest spiritual aspirations and emotions?"
SOV,"In my opinion, a person who works in business all the week can best spend Sunday in hearing a really good sermon.",Religious,1,Should a person who works in business all week spend Sunday hearing a really good sermon?
SOV,High ideals and reverence are more desirable character traits rather than unselfishness and sympathy.,Religious,1,Are high ideals and reverence more desirable character traits than unselfishness and sympathy?
SOV,"If I lived in a small town and had more than enough income for my needs, I would prefer to  help to advance the activities of local religious groups.",Religious,1,Should I prefer to help advance the activities of local religious groups if I lived in a small town and had more than enough income for my needs?
SOV,"When I visit a cathedral, synagogue or mosque, I am more impressed by a pervading sense of reverenceand worship than by the architectural features and beauty.",Religious,1,"Should I be more impressed by a pervading sense of reverence and worship than by the architectural features and beauty when I visit a cathedral, synagogue, or mosque?"
SOV,"Given the choice between two books to read, I am more likely to select THE STORY OF RELIGION IN AMERICA rather than THE STORY OF INDUSTRY IN AMERICA.",Religious,1,Should I choose THE STORY OF RELIGION IN AMERICA over THE STORY OF INDUSTRY IN AMERICA?
SOV,"Taking the Bible or the Koran as a whole, one should regard it  as a spiritual revelation rather than from the point of view of its beautiful mythology and literature style.",Religious,1,Should I regard the Bible or the Koran as a spiritual revelation rather than as beautiful mythology and literature?
SOV,"At an evening discussion with close friends, I am more interested when the conversation concerns the meaning of life.",Religious,1,Should I be more interested when the conversation at an evening discussion with close friends concerns the meaning of life?
SOV,"I disagree that all the evidence that has been impartially accumulated goes to show that the universe has evolved to its present state in accordance with natural principles, so that there is no necessity to assume a first cause,cosmic purpose, or God behind it.",Religious,1,"Should I disagree that all the evidence shows the universe has evolved to its present state in accordance with natural principles, without needing to assume a first cause, cosmic purpose, or God behind it?"
SOV,"If I should see the different news itemsin my morning paper, I would read LEADERS OF DIEFERENT RELIGIONS TO CONSULT ONRECONCILIATION more attentively rather than GREAT IMPROVEMENTS IN MARKET CONDITIONS.",Religious,1,Should I read news about leaders of different religions consulting on reconciliation more attentively than news about great improvements in market conditions?
SOV,I would prefer to hear a series of lectures on the comparative development of the great religious faiths  rather than the comparative merits of the forms of government in Britain and in the United States.,Religious,1,Should I prefer to hear a series of lectures on the comparative development of the great religious faiths rather than the comparative merits of the forms of government in Britain and in the United States?
SOV,"Theology , rather than mathematics, ultimately will prove more important for the human race.",Religious,1,Will theology ultimately prove more important for the human race than mathematics?
SOV,I would consider it more important for my child to secure training in religion rather than  athletics.,Religious,1,Should I consider it more important for my child to secure training in religion rather than athletics?
SOV,"One should guide one's conduct according to, or develop one's chief loyalties toward one's religious faith.",Religious,1,"Should I guide my conduct according to, or develop my chief loyalties toward, my religious faith?"
SOV,"At an evening discussion with close friends, I am more interested when the conversation concerns poverty and social amelioration.",Social,1,Should I be more interested in a conversation about poverty and social amelioration when discussing with close friends in the evening?
SOV,"Great exploits and adventures of discovery such as Columbus's, Magellan's, and Earhart's seem significant to me because they weld human interests and international feelings throughout the world.",Social,1,"Should great exploits and adventures of discovery like Columbus's, Magellan's, and Earhart's seem significant to me because they weld human interests and international feelings throughout the world?"
SOV,"If I were engaged in an industrial organization (and assuming salaries to be equal), I would prefer to work as a counselor for employees rather than in an administrative position.",Social,1,Should I prefer to work as a counselor for employees rather than in an administrative position if salaries are equal?
SOV,Unselfishness and sympathy are more  desirable character traits rather than high ideals and reverence.,Social,1,Are unselfishness and sympathy more desirable character traits than high ideals and reverence?
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates and Marie Curie, the famous person that interests me most is Mother Theresa.",Social,1,"Should Mother Theresa be the famous person that interests me most among Mother Theresa, General Colin Powell, Bill Gates, and Marie Curie?"
SOV,"In choosing a spouse/life-time companion, I would prefer someone who likes to help people.",Social,1,Should I prefer someone who likes to help people when choosing a spouse or life-time companion?
SOV,The aim of religious institutions at the present times hould be to bring out altruistic and charitable tendencies rather than to encourage spiritual worship and a sense of communion with the highest.,Social,1,Should the aim of religious institutions at the present time be to bring out altruistic and charitable tendencies rather than to encourage spiritual worship and a sense of communion with the highest?
SOV,"Assuming that I have sufficient leisure time,  I would prefer to use it to do volunteer social or public service work rather than to develop my mastery of a favorite skill.",Social,1,Should I prefer to use my leisure time to do volunteer social or public service work rather than to develop my mastery of a favorite skill?
SOV,"If I had sufficient leisure and money, I would prefer to establish a center for the care and training of the disabled.",Social,1,Should I prefer to establish a center for the care and training of the disabled if I had sufficient leisure and money?
SOV,"One should guide one's conduct according to, or develop one's chief loyalties toward ideals of charity.",Social,1,"Should I guide my conduct according to, or develop my chief loyalties toward, ideals of charity?"
SOV,"Among Aristotle and Abraham Lincoln, Abraham Lincoln should be judged as contributing more to the progress of the human race.",Social,1,Should Abraham Lincoln be judged as contributing more to the progress of the human race than Aristotle?
SOV,"I think that a good government should aim chiefly at more aid for the poor, sick, and old.",Social,1,"Should a good government aim chiefly at more aid for the poor, sick, and old?"
SOV,"If I could influence the educational policies of the public schools of some city, I would undertake to to stimulate the study of social problems.",Social,1,Should I undertake to stimulate the study of social problems if I could influence the educational policies of the public schools of some city?
SOV,Modern society would benefit more from more concern for the rights and welfare of citizens rahter than greater knowledge of the fundamental laws of human behavior.,Social,1,Would modern society benefit more from more concern for the rights and welfare of citizens rather than greater knowledge of the fundamental laws of human behavior?
SOV,"If my ability and other conditions would permit during part of my next summer vacation, I would prefer to enter a local tennis or other athletic tournament.",Political,1,Should I prefer to enter a local tennis or other athletic tournament during part of my next summer vacation if my ability and other conditions permit?
SOV,"Assuming that I possess the necessary ability, and that the salary for each occupations is the same, I would prefer to be a politician.",Political,1,Should I prefer to be a politician if I have the necessary ability and the salary is the same for all occupations?
SOV,I think that a good government should aim chiefly at establishing a position of prestige and respect among nations.,Political,1,Should a good government aim chiefly at establishing a position of prestige and respect among nations?
SOV,I would consider it more important for my child to secure training in athletics rather than religion.,Political,1,Should I consider it more important for my child to secure training in athletics rather than religion?
SOV,I prefer to develop friendships with people who possess qualities ofleadership and organizing ability.,Political,1,Should I prefer to develop friendships with people who possess qualities of leadership and organizing ability?
SOV,"If I were engaged in an industrial organization (and assuming salaries to be equal), I would prefer to work in an administrative position rather than as a counselor for employees.",Political,1,Should I prefer to work in an administrative position rather than as a counselor for employees if I were engaged in an industrial organization and salaries were equal?
SOV,"Assuming that I have sufficient leisure time,  I would prefer to use it to develop my mastery of a favorite skill rather than to do volunteer social or public service work.",Political,1,Should I prefer to use my leisure time to develop my mastery of a favorite skill rather than to do volunteer social or public service work?
SOV,"Among Mother Theresa, General Colin Powell, Bill Gates and Marie Curie, the famous person that interests me most is General Colin Powell.",Political,1,"Should General Colin Powell be the famous person that interests me most among Mother Theresa, Bill Gates, and Marie Curie?"
SOV,"When I go to the theater, I, as a rule, enjoy plays that treat the lives of great individuals most.",Political,1,"Should I, as a rule, enjoy plays that treat the lives of great individuals most when I go to the theater?"
SOV,"If I had sufficient leisure and money, I would prefer to  aim at a senatorship, or a seat in the Cabinet.",Political,1,Should I aim for a senatorship or a seat in the Cabinet if I have sufficient leisure and money?
SOV,"When witnessing a gorgeous ceremony (ecclesiasticalor academic, induction into office, etc.), I am more impressed by the influence and strength of the group rather than by the color and pageantry of the occasion itself.",Political,1,Should I be more impressed by the influence and strength of the group rather than by the color and pageantry of a gorgeous ceremony?
SOV,I would prefer to hear a series of lectures on the comparative merits of the forms of government in Britain and in the United States rather than the comparative development of the great religious faiths.,Political,1,Would I prefer to hear a series of lectures on the comparative merits of the forms of government in Britain and in the United States rather than the comparative development of the great religious faiths?
SOV,"In my opinion, a person who works in business all the week can best spend Sunday in trying to win at competitive sports.",Political,1,Should a person who works in business all week spend Sunday trying to win at competitive sports?
SOV,"When I have sufficient ability, I would prefer to be a politician ranther than a banker.",Political,1,Should I prefer to be a politician rather than a banker when I have sufficient ability?
